0.000000000000000000e+00 0.000000000000000000e+00
2.823263692828910029e-03 0.000000000000000000e+00
5.646527385657820058e-03 0.000000000000000000e+00
8.469791078486730088e-03 0.000000000000000000e+00
1.129305477131564012e-02 0.000000000000000000e+00
1.411631846414455015e-02 0.000000000000000000e+00
1.693958215697346018e-02 0.000000000000000000e+00
1.976284584980236847e-02 0.000000000000000000e+00
2.258610954263128023e-02 0.000000000000000000e+00
2.540937323546019200e-02 0.000000000000000000e+00
2.823263692828910029e-02 0.000000000000000000e+00
3.105590062111800859e-02 0.000000000000000000e+00
3.387916431394692035e-02 0.000000000000000000e+00
3.670242800677583211e-02 0.000000000000000000e+00
3.952569169960473694e-02 0.000000000000000000e+00
4.234895539243364870e-02 1.232000000000000000e+03
4.517221908526256047e-02 3.200000000000000000e+01
4.799548277809147223e-02 1.600000000000000000e+02
5.081874647092038400e-02 0.000000000000000000e+00
5.364201016374928882e-02 0.000000000000000000e+00
5.646527385657820058e-02 0.000000000000000000e+00
5.928853754940711235e-02 0.000000000000000000e+00
6.211180124223601717e-02 0.000000000000000000e+00
6.493506493506492894e-02 0.000000000000000000e+00
6.775832862789384070e-02 0.000000000000000000e+00
7.058159232072275246e-02 0.000000000000000000e+00
7.340485601355166423e-02 0.000000000000000000e+00
7.622811970638057599e-02 0.000000000000000000e+00
7.905138339920947388e-02 0.000000000000000000e+00
8.187464709203838564e-02 0.000000000000000000e+00
8.469791078486729741e-02 2.560000000000000000e+02
8.752117447769620917e-02 2.080000000000000000e+02
9.034443817052512093e-02 0.000000000000000000e+00
9.316770186335403270e-02 0.000000000000000000e+00
9.599096555618294446e-02 0.000000000000000000e+00
9.881422924901185623e-02 1.968000000000000000e+03
1.016374929418407680e-01 0.000000000000000000e+00
1.044607566346696659e-01 0.000000000000000000e+00
1.072840203274985776e-01 0.000000000000000000e+00
1.101072840203274894e-01 0.000000000000000000e+00
1.129305477131564012e-01 0.000000000000000000e+00
1.157538114059853129e-01 0.000000000000000000e+00
1.185770750988142247e-01 0.000000000000000000e+00
1.214003387916431365e-01 0.000000000000000000e+00
1.242236024844720343e-01 0.000000000000000000e+00
1.270468661773009600e-01 0.000000000000000000e+00
1.298701298701298579e-01 8.000000000000000000e+01
1.326933935629587835e-01 0.000000000000000000e+00
1.355166572557876814e-01 0.000000000000000000e+00
1.383399209486165793e-01 0.000000000000000000e+00
1.411631846414455049e-01 0.000000000000000000e+00
1.439864483342744028e-01 0.000000000000000000e+00
