# torque;speed;phase_a;phase_b;phase_c;angle;encoder;rotations;voltage;temperature
4.101562500000000000e-02;3.720000000000000284e+01;-3.125000000000000000e-02;2.500000000000000000e-01;-2.187500000000000000e-01;2.381570000000000164e+03;1.083990000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.101562500000000000e-02;3.039999999999999858e+01;1.718750000000000000e-01;-6.250000000000000000e-02;-1.093750000000000000e-01;2.389650000000000091e+03;1.087640000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
8.789062500000000000e-03;3.169999999999999929e+01;1.093750000000000000e-01;-3.125000000000000000e-02;-7.812500000000000000e-02;2.398880000000000109e+03;1.091950000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;3.239999999999999858e+01;-6.250000000000000000e-02;0.000000000000000000e+00;6.250000000000000000e-02;2.407650000000000091e+03;1.095910000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;3.729999999999999716e+01;-1.406250000000000000e-01;0.000000000000000000e+00;1.406250000000000000e-01;2.415800000000000182e+03;1.099630000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;4.350000000000000000e+01;-1.718750000000000000e-01;1.562500000000000000e-01;1.562500000000000000e-02;2.423450000000000273e+03;1.103090000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.515625000000000000e-02;2.710000000000000142e+01;-1.093750000000000000e-01;2.968750000000000000e-01;-1.875000000000000000e-01;2.431639999999999873e+03;1.106730000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;2.650000000000000000e+01;2.968750000000000000e-01;-6.250000000000000000e-02;-2.343750000000000000e-01;2.439880000000000109e+03;1.110490000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
8.789062500000000000e-03;3.389999999999999858e+01;0.000000000000000000e+00;-7.812500000000000000e-02;7.812500000000000000e-02;2.448300000000000182e+03;1.114340000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
-1.171875000000000000e-02;4.820000000000000284e+01;-1.093750000000000000e-01;3.125000000000000000e-02;7.812500000000000000e-02;2.456250000000000000e+03;1.118050000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.394531250000000000e-02;4.029999999999999716e+01;-1.718750000000000000e-01;-4.687500000000000000e-02;2.187500000000000000e-01;2.463480000000000018e+03;1.121260000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.859375000000000000e-02;3.579999999999999716e+01;-2.031250000000000000e-01;9.375000000000000000e-02;1.093750000000000000e-01;2.471829999999999927e+03;1.125090000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.515625000000000000e-02;3.039999999999999858e+01;-1.250000000000000000e-01;1.718750000000000000e-01;-4.687500000000000000e-02;2.481039999999999964e+03;1.129280000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.757812500000000000e-02;2.600000000000000000e+01;7.812500000000000000e-02;1.562500000000000000e-02;-9.375000000000000000e-02;2.490880000000000109e+03;1.133690000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.171875000000000000e-02;3.189999999999999858e+01;1.875000000000000000e-01;-1.093750000000000000e-01;-7.812500000000000000e-02;2.498990000000000236e+03;1.137420000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-03;4.239999999999999858e+01;-7.812500000000000000e-02;0.000000000000000000e+00;7.812500000000000000e-02;2.507340000000000146e+03;1.141370000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;4.289999999999999858e+01;-1.093750000000000000e-01;-1.562500000000000000e-02;1.250000000000000000e-01;2.515159999999999854e+03;1.144840000000000000e+05;6.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
6.445312500000000000e-02;3.700000000000000000e+01;-2.656250000000000000e-01;3.281250000000000000e-01;-6.250000000000000000e-02;2.523730000000000018e+03;1.148690000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.515625000000000000e-02;3.220000000000000284e+01;-6.250000000000000000e-02;2.500000000000000000e-01;-1.875000000000000000e-01;2.533220000000000255e+03;1.152980000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.636718750000000000e-02;3.060000000000000142e+01;2.187500000000000000e-01;-3.125000000000000000e-02;-1.875000000000000000e-01;2.541200000000000273e+03;1.156620000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.171875000000000000e-02;3.389999999999999858e+01;9.375000000000000000e-02;-7.812500000000000000e-02;-1.562500000000000000e-02;2.550320000000000164e+03;1.160850000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
0.000000000000000000e+00;3.579999999999999716e+01;-9.375000000000000000e-02;-1.562500000000000000e-02;1.093750000000000000e-01;2.559590000000000146e+03;1.165060000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;4.160000000000000142e+01;-9.375000000000000000e-02;-1.562500000000000000e-02;1.093750000000000000e-01;2.567650000000000091e+03;1.168670000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.980468750000000000e-02;4.200000000000000000e+01;-1.250000000000000000e-01;3.125000000000000000e-02;9.375000000000000000e-02;2.574400000000000091e+03;1.171790000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;2.630000000000000071e+01;-1.562500000000000000e-01;2.968750000000000000e-01;-1.406250000000000000e-01;2.583320000000000164e+03;1.175740000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;2.819999999999999929e+01;2.343750000000000000e-01;4.687500000000000000e-02;-2.812500000000000000e-01;2.591409999999999854e+03;1.179460000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.101562500000000000e-02;3.110000000000000142e+01;2.343750000000000000e-01;-1.562500000000000000e-01;-7.812500000000000000e-02;2.600130000000000109e+03;1.183470000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.171875000000000000e-02;2.189999999999999858e+01;-7.812500000000000000e-02;-6.250000000000000000e-02;1.406250000000000000e-01;2.610210000000000036e+03;1.188050000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;2.469999999999999929e+01;-1.406250000000000000e-01;-1.562500000000000000e-02;1.562500000000000000e-01;2.618760000000000218e+03;1.191910000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;3.739999999999999858e+01;-6.250000000000000000e-02;-1.562500000000000000e-02;7.812500000000000000e-02;2.626940000000000055e+03;1.195710000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;4.939999999999999858e+01;-7.812500000000000000e-02;-1.562500000000000000e-02;9.375000000000000000e-02;2.635460000000000036e+03;1.199630000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.757812500000000000e-02;4.939999999999999858e+01;1.250000000000000000e-01;0.000000000000000000e+00;-1.250000000000000000e-01;2.643369999999999891e+03;1.203200000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.636718750000000000e-02;4.579999999999999716e+01;1.562500000000000000e-01;-6.250000000000000000e-02;-9.375000000000000000e-02;2.652119999999999891e+03;1.207200000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;3.589999999999999858e+01;-7.812500000000000000e-02;-1.250000000000000000e-01;2.031250000000000000e-01;2.661809999999999945e+03;1.211540000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
6.738281250000000000e-02;3.460000000000000142e+01;-2.343750000000000000e-01;0.000000000000000000e+00;2.343750000000000000e-01;2.670950000000000273e+03;1.215720000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;3.220000000000000284e+01;-2.031250000000000000e-01;1.406250000000000000e-01;6.250000000000000000e-02;2.680260000000000218e+03;1.219930000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.808593750000000000e-02;2.589999999999999858e+01;-3.125000000000000000e-02;2.968750000000000000e-01;-2.656250000000000000e-01;2.689250000000000000e+03;1.223970000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;2.189999999999999858e+01;7.812500000000000000e-02;-4.687500000000000000e-02;-3.125000000000000000e-02;2.699579999999999927e+03;1.228690000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
8.789062500000000000e-03;2.780000000000000071e+01;-6.250000000000000000e-02;-6.250000000000000000e-02;1.250000000000000000e-01;2.708650000000000091e+03;1.232900000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;3.019999999999999929e+01;-1.406250000000000000e-01;-7.812500000000000000e-02;2.187500000000000000e-01;2.717269999999999982e+03;1.236840000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;4.289999999999999858e+01;-7.812500000000000000e-02;3.125000000000000000e-02;4.687500000000000000e-02;2.726210000000000036e+03;1.240930000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
8.789062500000000000e-03;5.300000000000000000e+01;-7.812500000000000000e-02;3.125000000000000000e-02;4.687500000000000000e-02;2.734429999999999836e+03;1.244720000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.171875000000000000e-02;4.279999999999999716e+01;4.687500000000000000e-02;4.687500000000000000e-02;-9.375000000000000000e-02;2.742889999999999873e+03;1.248480000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.980468750000000000e-02;3.500000000000000000e+01;1.093750000000000000e-01;-4.687500000000000000e-02;-6.250000000000000000e-02;2.751369999999999891e+03;1.252270000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;2.730000000000000071e+01;-3.125000000000000000e-02;-1.093750000000000000e-01;1.406250000000000000e-01;2.760679999999999836e+03;1.256480000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;2.369999999999999929e+01;-1.562500000000000000e-01;-1.093750000000000000e-01;2.656250000000000000e-01;2.769300000000000182e+03;1.260400000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.394531250000000000e-02;2.869999999999999929e+01;-2.343750000000000000e-01;9.375000000000000000e-02;1.406250000000000000e-01;2.777980000000000018e+03;1.264440000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
8.789062500000000000e-03;3.550000000000000000e+01;-7.812500000000000000e-02;1.406250000000000000e-01;-6.250000000000000000e-02;2.787970000000000255e+03;1.269090000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
0.000000000000000000e+00;3.739999999999999858e+01;4.687500000000000000e-02;-3.125000000000000000e-02;-1.562500000000000000e-02;2.796849999999999909e+03;1.273120000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.859375000000000000e-03;4.060000000000000142e+01;6.250000000000000000e-02;-1.562500000000000000e-02;-4.687500000000000000e-02;2.805840000000000146e+03;1.277140000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.636718750000000000e-02;4.539999999999999858e+01;-9.375000000000000000e-02;1.562500000000000000e-02;7.812500000000000000e-02;2.814909999999999854e+03;1.281300000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.394531250000000000e-02;4.239999999999999858e+01;-2.187500000000000000e-01;-7.812500000000000000e-02;2.968750000000000000e-01;2.823550000000000182e+03;1.285210000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.808593750000000000e-02;4.160000000000000142e+01;-2.031250000000000000e-01;2.656250000000000000e-01;-6.250000000000000000e-02;2.832599999999999909e+03;1.289280000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;3.250000000000000000e+01;-7.812500000000000000e-02;1.406250000000000000e-01;-6.250000000000000000e-02;2.842360000000000127e+03;1.293730000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;2.800000000000000000e+01;2.343750000000000000e-01;-4.687500000000000000e-02;-1.875000000000000000e-01;2.851579999999999927e+03;1.297850000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;3.130000000000000071e+01;0.000000000000000000e+00;-9.375000000000000000e-02;9.375000000000000000e-02;2.859849999999999909e+03;1.301630000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
0.000000000000000000e+00;4.550000000000000000e+01;-9.375000000000000000e-02;3.125000000000000000e-02;6.250000000000000000e-02;2.867269999999999982e+03;1.305020000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;3.579999999999999716e+01;-2.187500000000000000e-01;-7.812500000000000000e-02;2.968750000000000000e-01;2.873690000000000055e+03;1.307950000000000000e+05;7.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.980468750000000000e-02;1.969999999999999929e+01;-3.125000000000000000e-01;1.093750000000000000e-01;2.031250000000000000e-01;2.881909999999999854e+03;1.311600000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
8.789062500000000000e-03;3.939999999999999858e+01;-1.093750000000000000e-01;1.093750000000000000e-01;0.000000000000000000e+00;2.889470000000000255e+03;1.315160000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;3.589999999999999858e+01;1.406250000000000000e-01;4.687500000000000000e-02;-1.875000000000000000e-01;2.897900000000000091e+03;1.318980000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;4.250000000000000000e+01;1.093750000000000000e-01;-4.687500000000000000e-02;-6.250000000000000000e-02;2.905900000000000091e+03;1.322610000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.636718750000000000e-02;3.770000000000000284e+01;1.562500000000000000e-02;-1.406250000000000000e-01;1.250000000000000000e-01;2.914210000000000036e+03;1.326420000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.394531250000000000e-02;3.429999999999999716e+01;-1.562500000000000000e-01;-1.093750000000000000e-01;2.656250000000000000e-01;2.923280000000000200e+03;1.330490000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
6.152343750000000000e-02;2.769999999999999929e+01;-2.812500000000000000e-01;7.812500000000000000e-02;2.031250000000000000e-01;2.931280000000000200e+03;1.334110000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;3.169999999999999929e+01;-1.093750000000000000e-01;6.250000000000000000e-02;4.687500000000000000e-02;2.939960000000000036e+03;1.338180000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;3.470000000000000284e+01;-1.562500000000000000e-02;1.718750000000000000e-01;-1.562500000000000000e-01;2.948369999999999891e+03;1.342000000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.859375000000000000e-03;3.879999999999999716e+01;1.562500000000000000e-01;-3.125000000000000000e-02;-1.250000000000000000e-01;2.956920000000000073e+03;1.345880000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
-1.757812500000000000e-02;5.789999999999999858e+01;-1.250000000000000000e-01;2.187500000000000000e-01;-9.375000000000000000e-02;2.965579999999999927e+03;1.349910000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;5.010000000000000142e+01;-6.250000000000000000e-02;-1.562500000000000000e-02;7.812500000000000000e-02;2.974480000000000018e+03;1.353940000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.687500000000000000e-02;4.110000000000000142e+01;-1.718750000000000000e-01;3.125000000000000000e-02;1.406250000000000000e-01;2.983200000000000273e+03;1.357850000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.515625000000000000e-02;3.510000000000000142e+01;-1.406250000000000000e-01;2.968750000000000000e-01;-1.562500000000000000e-01;2.991880000000000109e+03;1.361760000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;2.630000000000000071e+01;2.187500000000000000e-01;1.093750000000000000e-01;-3.281250000000000000e-01;3.001019999999999982e+03;1.365890000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.394531250000000000e-02;2.739999999999999858e+01;2.968750000000000000e-01;-1.250000000000000000e-01;-1.718750000000000000e-01;3.010030000000000200e+03;1.369960000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;3.100000000000000000e+01;-7.812500000000000000e-02;-7.812500000000000000e-02;1.562500000000000000e-01;3.019099999999999909e+03;1.374120000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;3.130000000000000071e+01;-1.406250000000000000e-01;-3.125000000000000000e-02;1.718750000000000000e-01;3.027700000000000273e+03;1.378050000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;4.170000000000000284e+01;-1.406250000000000000e-01;1.562500000000000000e-02;1.250000000000000000e-01;3.034920000000000073e+03;1.381380000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.980468750000000000e-02;4.250000000000000000e+01;-1.250000000000000000e-01;7.812500000000000000e-02;4.687500000000000000e-02;3.042309999999999945e+03;1.384680000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.687500000000000000e-02;3.069999999999999929e+01;-4.687500000000000000e-02;2.656250000000000000e-01;-2.187500000000000000e-01;3.050309999999999945e+03;1.388250000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
-5.859375000000000000e-03;3.810000000000000142e+01;-4.687500000000000000e-02;-1.562500000000000000e-02;6.250000000000000000e-02;3.057929999999999836e+03;1.391770000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.636718750000000000e-02;5.079999999999999716e+01;1.562500000000000000e-01;-7.812500000000000000e-02;-7.812500000000000000e-02;3.063510000000000218e+03;1.394330000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;2.980000000000000071e+01;-1.562500000000000000e-02;-7.812500000000000000e-02;9.375000000000000000e-02;3.071000000000000000e+03;1.397660000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.515625000000000000e-02;3.279999999999999716e+01;-1.406250000000000000e-01;-1.093750000000000000e-01;2.500000000000000000e-01;3.077510000000000218e+03;1.400640000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.222656250000000000e-02;3.979999999999999716e+01;-1.562500000000000000e-01;0.000000000000000000e+00;1.562500000000000000e-01;3.083900000000000091e+03;1.403570000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
6.445312500000000000e-02;2.869999999999999929e+01;-2.968750000000000000e-01;3.593750000000000000e-01;-6.250000000000000000e-02;3.091639999999999873e+03;1.407060000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;2.480000000000000071e+01;-1.093750000000000000e-01;1.718750000000000000e-01;-6.250000000000000000e-02;3.099280000000000200e+03;1.410520000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;4.420000000000000284e+01;9.375000000000000000e-02;-1.562500000000000000e-02;-7.812500000000000000e-02;3.105190000000000055e+03;1.413280000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.101562500000000000e-02;3.539999999999999858e+01;1.562500000000000000e-01;-9.375000000000000000e-02;-6.250000000000000000e-02;3.111670000000000073e+03;1.416200000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
0.000000000000000000e+00;3.019999999999999929e+01;-1.250000000000000000e-01;-7.812500000000000000e-02;2.031250000000000000e-01;3.119740000000000236e+03;1.419870000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.859375000000000000e-03;4.310000000000000142e+01;-9.375000000000000000e-02;0.000000000000000000e+00;9.375000000000000000e-02;3.126289999999999964e+03;1.422920000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
6.152343750000000000e-02;3.939999999999999858e+01;-1.875000000000000000e-01;-3.125000000000000000e-02;2.187500000000000000e-01;3.132180000000000291e+03;1.425570000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;2.800000000000000000e+01;-3.281250000000000000e-01;3.750000000000000000e-01;-4.687500000000000000e-02;3.139269999999999982e+03;1.428740000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-03;5.529999999999999716e+01;-7.812500000000000000e-02;-1.250000000000000000e-01;2.031250000000000000e-01;3.146460000000000036e+03;1.432100000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.808593750000000000e-02;3.300000000000000000e+01;-4.687500000000000000e-02;2.187500000000000000e-01;-1.718750000000000000e-01;3.152480000000000018e+03;1.434750000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;2.550000000000000000e+01;1.250000000000000000e-01;-1.562500000000000000e-02;-1.093750000000000000e-01;3.159730000000000018e+03;1.438030000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;4.089999999999999858e+01;9.375000000000000000e-02;-7.812500000000000000e-02;-1.562500000000000000e-02;3.166300000000000182e+03;1.441080000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;3.520000000000000284e+01;-7.812500000000000000e-02;-9.375000000000000000e-02;1.718750000000000000e-01;3.172980000000000018e+03;1.444100000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.050781250000000000e-02;2.619999999999999929e+01;-1.250000000000000000e-01;-3.125000000000000000e-02;1.562500000000000000e-01;3.180340000000000146e+03;1.447420000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.636718750000000000e-02;5.010000000000000142e+01;-6.250000000000000000e-02;3.125000000000000000e-02;3.125000000000000000e-02;3.186180000000000291e+03;1.450160000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.687500000000000000e-02;3.610000000000000142e+01;-2.812500000000000000e-01;3.437500000000000000e-01;-6.250000000000000000e-02;3.192400000000000091e+03;1.452940000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.929687500000000000e-02;2.930000000000000071e+01;-9.375000000000000000e-02;1.093750000000000000e-01;-1.562500000000000000e-02;3.200030000000000200e+03;1.456400000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
0.000000000000000000e+00;4.639999999999999858e+01;-1.562500000000000000e-02;0.000000000000000000e+00;1.562500000000000000e-02;3.206110000000000127e+03;1.459210000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;3.130000000000000071e+01;2.812500000000000000e-01;-3.125000000000000000e-02;-2.500000000000000000e-01;3.212530000000000200e+03;1.462080000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.859375000000000000e-03;3.239999999999999858e+01;9.375000000000000000e-02;-1.250000000000000000e-01;3.125000000000000000e-02;3.219849999999999909e+03;1.465420000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.859375000000000000e-03;4.760000000000000142e+01;-9.375000000000000000e-02;-1.562500000000000000e-02;1.093750000000000000e-01;3.226460000000000036e+03;1.468480000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
4.980468750000000000e-02;3.169999999999999929e+01;-2.187500000000000000e-01;-1.718750000000000000e-01;3.906250000000000000e-01;3.232610000000000127e+03;1.471220000000000000e+05;8.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;2.480000000000000071e+01;-2.031250000000000000e-01;3.125000000000000000e-02;1.718750000000000000e-01;3.241050000000000182e+03;1.475100000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.464843750000000000e-02;5.139999999999999858e+01;-1.562500000000000000e-02;6.250000000000000000e-02;-4.687500000000000000e-02;3.248119999999999891e+03;1.478380000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.808593750000000000e-02;4.029999999999999716e+01;-3.125000000000000000e-02;2.187500000000000000e-01;-1.875000000000000000e-01;3.256039999999999964e+03;1.481900000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
6.152343750000000000e-02;3.550000000000000000e+01;3.281250000000000000e-01;-4.687500000000000000e-02;-2.812500000000000000e-01;3.262579999999999927e+03;1.484870000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
2.343750000000000000e-02;3.939999999999999858e+01;1.250000000000000000e-01;-4.687500000000000000e-02;-7.812500000000000000e-02;3.270119999999999891e+03;1.488320000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
1.171875000000000000e-02;5.100000000000000000e+01;-1.093750000000000000e-01;-4.687500000000000000e-02;1.562500000000000000e-01;3.276159999999999854e+03;1.491100000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
5.273437500000000000e-02;2.689999999999999858e+01;-2.031250000000000000e-01;-1.718750000000000000e-01;3.750000000000000000e-01;3.282950000000000273e+03;1.494100000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
3.808593750000000000e-02;3.069999999999999929e+01;-2.343750000000000000e-01;-1.562500000000000000e-02;2.500000000000000000e-01;3.289960000000000036e+03;1.497320000000000000e+05;9.000000000000000000e+00;1.240000000000000036e+01;2.010000000000000000e+02
